score,text
1,와.. 역시 이게진리 옛날나온사람다나옴 원조임  그와중에 아역까지완벽 소화임 좀길어서 지루한데 잼나 용
1,너무 재밌게 잘봤어요
1,무리수도 있었지만 재밌음
1,다소 유치한 영화.하지만 액션은 보장
1,중간에 카디비 등장 너무 웃겼었요 ㅋㅋㅋㅋ 중간에 코믹한 드립도 많아서 좋았고요 ㅋㅋㅋ
1,의리로 9점!
1,"와.오랜만에 보는 극장구경이라,런닝타임이 매우 소중하게 느껴질 정도로푹 빠져서 보았네요.훌륭훌륭합니다"
1,우와~~~ 대박입니다
1,분질 시리즈중 최고임...!!
1,진짜 좋아하는 시리즈인데 음악도 신나고 스케일이 진짜 다름..
1,진짜 꼭보십쇼… 코로나 터지고 영화관에 사람이렇게 많은거 첨봤습니다 ㅠㅠ 완전 추천 ㅠㅠ
1,진짜 재밌음... 분노의질주 팬으로써..한번더보러 간다
1,"역시 저스틴 린! 분노의 질주 시리즈는 역시 저스틴 린 연출작이 최고! 언리미티드, 얼티메이트 이 두작품이 내겐 시리즈 최고작들. 갈수록 허무맹랑해지지만 그만큼 더 화려하고 스케일이 커졌다. 이 시리즈 만큼은 무조건..."
1,완벽한영화 돈이 절대 안아까움
1,아니 우주 뭔데ㅋㅋ 로먼이 제일웃김 ㅋㅋㅋ
1,영화 자체는 너무 재미있는데 한켠에는 폴워커의 빈자리가 생각이상으로 크네요ㅠ
1,별 생각없이 봤는데 재있게 봤습니다ㅎㅎ
1,그냥 말이안나온다 멋있다
1,아 이번에 스토리도 넘 좋고 액션에 빠져들게 됌역시 실망시키지 않네
1,액션 하나는 작살 난다 거의2시간 30분에 육박하는 러닝타임이지만 진짜 순식간에 지나감 분노의 질주 닉값제대로 하는듯
1,분노의질주 영화 특성상 가면 갈수록 스토리가 산으로 갈수밖에 없긴하다.자기가 스토리와 현실성에 더 중점으로 두고 영화를 본다면 많이 아쉬울수도 있는영화.그래도 마지막 장면은 그립다...RIP PAUL
1,진짜 재밌음 ㅠㅠㅠㅠ 꼭 보세요 후유증 생길듯 영화관 가서 또 보고싶어짐.. 진짜 와 .. 이말 밖에 안나옴 ㅠㅠ
1,늘 마지막은 가족애 그리고 신선한 쿠키 질주의 본능은 우주까지..상상 그이상의 영상미 무조건 사운드와 엄청난 크기의 스크린을 강추합니다. 4DX도 확 땡기더군요
1,진짜 말로 설명할수 없을 정도로 최고다..
1,분노의 질수 시리즈중 가장 소름돋고 내용적으로도 제일 재밌는 영화....마지막 장면에서 스카이라인 나올때는 정말 감동이였다...다시 한번 폴 워커의 빈자리가 매우 컸다...그 곳에서도 편안하게 지냈으면 좋겠다..se...
1,걍 무조건 만점. 솔직히 현실성 따지는 놈들은 영화 왜봄 ㅋㅋ 스파이더맨 아이언맨 다보지마 ㅋㅋ  그리고 스토리 그냥 이런 깔끔한게 좋음. 단순 무식 ㅇㅇ.
1,정말 말이 필요없을 정도로 레전드  입니다 안본분 꼭 보시지 말입니다!
1,버즈라이트~~~저~ 광활한 우주로~~!!
1,ㅋㅋ왘ㅋㅋㅋ아무생각없이 재밋게봄
1,최고의 영화입니다 정말로
1,우주는 조큼 ... 그랬지만 ㅋㅋ 항상 그렇듯이 꿀잼이에요 ㅠㅠ
1,스트레스확풀림 메가박스 리클라이너의자에서 누워서봤음
1,정말 재미있었고 진짜 강추함++!!!!
1,진짜 역대급 스케일도 미쳤고 스케일도 미쳤고 중간 중간 코믹 소스까지.... 진짜 영화 끝까지 대박 대박이러면서 봤어요
1,처음부터 끝까지 레전드
1,아무생각없이 보기에 개꿀잼인 영화ㅋㅋ 점점 판타지가 되어가는 거 같아 살짝 다음편이 걱정스럽...
1,전작 대비 조금 떨어지는 부분이 있긴 하지만지루할 틈 없이 재미있습니다
0,스토리에 기대를 안하는 영화 맞다. 그런데 스토리가 액션이나 비주얼을 감상하는데 방해가 될 수준이다. 그렇다고 액션이 신선한것도 아니다. 차라리 코믹 요소를 더 넣었으면 이보단 더 좋은 작품이었을 듯 하여 아쉽다.....
1,분노의질주에서 인터스텔라를 봤습니다
1,십수년전 사춘기시절 처음 봤던 분노의질주.. 영화 마지막 브라이언의 차라는걸 알면 다들 그리워할듯. 리를B가 성인이 되어 바톤을 받는 것까지 난 팬으로써 시리즈가 계속되길 기대해본다.
1,역시는 역시 !!  오늘을 얼마나 기다렷는지 ~ 방금보고왓는데 또 보고싶네요 !! 최고
1,이게 액션이다를 보여주는 영화 !
1,존ㅅㅣ나 레전드 ㄷ ㄷ ㄷ ㄷ. ㄷ
0,이거 시나리오랑 아이디어 짠놈은 문과가 분명하다볼수록 너무 어이없어서 최대한 뇌를 비우고 봐야된다
0,전편이 진짜 재밌고 음악도 다 좋고 스릴있어서 그런지 이번편 너무 심각.. 노래도 별로ㅠㅠ 음악 장르가 너무 복합적인 느낌이고 늘 연기는 느끼하지만 이번편이 최악으로 느끼했고 .. 스토리도 전반적으로 실망스럽네요 쿠...
1,도데체 어디까지가 한계인가
1,"보세요 제발,, 그냥 다 미침"
0,솔직히 그냥그럼..시원시원 하긴함 영화가
1,한 등장은 인피니트 워 캡틴 급으로 시켜놓고 출연 분량은 3분도 안되네 ㅋㅋㅋ나름 재밌긴 했음..
1,이번 액션 레전드...또 보고 싶다
1,자동차 액션 역시 굳!!
1,"오마이갓!! 기대에 미치면 어쩌나 했던 내 과거가 부끄럽다구ㅠㅠ 연출, 영상미눈 물론 역대급이고 스토리도 너무 감동적이어서 149분동안 숨을 쉬는 순간에 놓친 모든 장면이 다 아깝습니다. 그리고 빈 디젤을 어쩌면 좋..."
1,오늘 와이프랑 보고왔는데 둘다 너무 재밌게봤어요 볼거리도많고 시간가는줄 몰랐네요 강추입니다
1,이번 편은 블록 버스터 액션 SF 물 인듯ㅎ 영화관에서 봐야만 재밋는 스케일~~^^@
1,진짜 너무 재밌고 몰입도 엄청 빨리되요!!!
1,좋았다 분노의 질주 일년 버틴 보람이 있구만
0,잠옵니다. 지금까지 분노의질주 생각하면 곤란할지도.  평점 알바 많내요.
1,영상미 쩔고 짜릿해요 이전 시리즈들을 봤다면 스토리를 이해하는데 더 도움이 될 수 있어요
1,너무 재밌어요 스트레스 팍풀려요 자동차를 몇대나 부순겨ㅋ
1,분노의질주입니다추천
1,1년 더 기다릴 가치가 있었다고 말 하고 싶다.8편은 액션만 중구난방이라 별로였는데이번 편은 정말 만족하고 봄액션은 말하면 입아프고.. 스케일도 커지면서 액션 100프로가 아닌 중간중간 장소를 옮겨가며 진행되는 스토...
1,역시 분노의 질주입니다
1,레티는 항상 멋있네요.
1,즐겁게 혼자서 본날 훗날 이 글을볼때 넌 잘살고있니? 지금은 못 살지만 나중엔 잘살기를
1,액션이나 차에 관심이 1도 없는 내가 손꼽아 기다리다 개봉일에 본 유일한 영화. 역시 실망은 없었다. 한 사람 한 사람 등장할때마다 이유모를 안도감과 소름이. 내가 이런 인물들에 이토록 정이 들다니.
1,역시는 역시다....
1,두번보세요 세번보세요다음 시리즈까지 언제 기다리냐구요
1,영화가 길어서 지루할줄 알았는데 가면 갈수록 감동적이고 스릴있는 장면이 나와서 넘 잼썼어요.. 아무래도 스릴이다보니 감동은 좀 덜했어요..
1,분노의 질주 처음보는 사람으로서제목그대로 질주신은 ㅇㅈ
1,역시 믿고보는 분노의 질주임
1,오늘 개봉한 더 얼티메이트에 나온 OST좀 알려주세요!ㅠㅠ
1,마지막에 브라이언 기다리는거에서 찡했어요
1,액션이 다한 영화ㅋㅋㅋ 최고다 최고
1,진짜 속으로 멋있다....만 계속 말한 듯 ㅋㅋㅋㅋ진짜 너무 멋있고 약간 뻔할 수 있는 스토리에서 오늘 쾌감이 있었습니다
1,현실에서는 불가능한 것들을 실현시켜주는 영화. 모든 분야를 아우르는 스케일을 보여준다
1,믿 보 분입니다 그냥 봐보세요
1,웃느라 시간 가는줄 모르고 봤음ㅋㅋㅋㅋ
1,역쉬 실망을 시키질 않네요 ~ㅎㅎ
1,개꿀잼ㅋㅋ 간만에 꿀잼 영화ㅋㅋ
1,분노의 질주 시리즈의 핵심 가치인 가족에 대한 영화:)
1,감동과 액션!! 다음 편도 기대됩니다!!
1,재밌고 스릴이 넘쳤고 기대를 져버리지 않고 꿀잼이였습니당
1,멋진 액션만 기대하면 됩니다^^
1,겁나 재미있고 시간 가는줄 모르고 됨ㅎㅎㅎ
1,액션이 멋있고 정말 재밌습니다
1,여윽시 믿고 보는~~
1,끝날때까지 끝난게 아니다ㅋㅋㅋ 늘 기대이상을 보여주는 시리즈
1,스펙터클한 신이 나는 액션영화!!
1,4d로 보고 왔는데 마지막에 파란색 닛산 나올때 울컥했다ㅠㅠ
1,스케일하나는최고입니다..
1,스트레스가 풀리는 시원함이 좋은 영화였습니다ㅎㅎㅎ
1,스트레스 확 날려주는 영화
1,최고ㅠㅠㅠ 너무 재밌어요!!
1,욘두 아버지 휘파람  불어 줄줄 알았는데 한번을 안불어 주고 역대급 반전 돌아온 한!! 그리고 무엇보다 램지 이 여자 일주일동안 운전 가르쳐 주고 싶을 정도로 매력이ㅛ다
1,예토전생한 한의 얘기를 나름 자연스럽게 잘 풀어 나간거 같습니다 정말 재밌네요 ㅎㅎ
1,다른 영화들이 개연성이나 현실성 고민할 시간에 우리의 분노의 질주는 오십대 더 부수고 있습니다
1,큰 화면으로 봐야 제 맛
1,빈디젤 너무 멋있는거 아니냐
1,킬링타임용으로 즐기기에 좋은 오락 액션 영화
1,흥미진진하게 재미나게 보고 왔습니당
1,쿠키 영상 있으니까 꼭 상영시간 끝까지 잘 보고 자리 뜨세요!!!
1,예상하지 못한 카메오 출연도 재밌었고역시 분노의질주는 ost 맛으로 보는 것 같네요
1,빈디젤은 나이도 안 먹는 거 같아요~
1,액션 영화를 좋아한다면 적극 추천
1,알차다 그냥 이 영화는ㅠㅠ 뭐 하나 모질란 곳이 없음
1,역시.. 벌써 또 보고싶네요
1,영화가 미쳤다.... 보다가 와...라는 소리가 절로 나옴 ㅋㅋㅋㅋ 내가 왜 이제 봤지ㅜㅜ 이래서 다들 분노의 질주 하는구나???
1,생각보다 더 재밋어서 놀란 1인
1,영화로만 생각하니까 더 재밌더라고요!액션 좋아하시는 분에게 강추!
1,이런 화끈한 액션은 역시 빅 스크린으로
1,액션은 역시 분노의질주가 최고라는걸 다시 한 번 느꼈습니다
1,역시 분노의질주 모든시리즈 다봤지만 이번편역대급 !!! 존시나 ~~~~
1,액션 스타일은 역시 내 취향 저격임
1,한국 최초개봉이라 더 좋아ㅠ
1,역시 분노의질주!! 우주씬이 약간 읭 스럽지망 로만 기엽고 멋있어서 봐준다ㅠ 여자배우들도 넘나 멋졌다!
1,아닠ㅋ 개봉전에 우주도 갈 기세라 했던 사람 나와 ㅋㅋㅋ
1,개 사기 개 오바 개 유치한데 재밌다 끝 즐
1,두번보세요세번보세요
1,크...4D상영. 액션 오져... ㅋ자동차 다뿌셔
1,액션이랑 연기 진짜 미침ㅇㅇ레티 단발컷에 한번 치이고 갑니다~~역시 분노의 질주!!
1,굿입니다~ 굿이에요~
1,빈디젤이 너무 멋있구요 폴워커가 천국에서 많이 그리워한데요
1,오늘 개봉만기다렸다역시  진짜 최고 무슨말이필요 한가
1,말이 좀 안되면 어때 보는맛이 있는데
1,주인공은 팀은 왜 총에 안맞아?(X)아 악당들이 총을 못 쏘는구나(O)제이콥 처리할때 왜 총 안써?(X)아 정정당당한 악당이구나(O)
1,극장을 오랜만에 갔다왔네요. 4d로 관람했는데 역시 블록버스터는 극장에서 봐야하는걸로..제작비 2300억 이나 들었다고 하네요.엄청나게 차들이 부서집니다.ㅎㅎ
1,나올 때 마다 더 재밌어지는 영화
1,진짜 흥미진진했고 몰입짱이다..ㄷ 친구랑 봤는데 둘이 계속놀랬음ㅋ진짜 너무 재밌었다유 히히힣
1,너무 재밌게 봤어용ㅋㅋ
1,보길 잘 했네요 오랜만에 이런 영화라 좋았어요ㅎㅎ
1,액션도 액션이지만 개웃김 ㅋㅋ
1,분노의 질주는 계속된다~ 역시 기대를 하고 봐도 항상 그 기대 이상이네요
1,진짜 빈디젤 너무 멋잇어요ㅠㅠ
1,분노의 질주는 역시 끝이 없다ㅋㅋ 다음 편도 기대해봄
1,"정말 말도 안되지만, 눈호강은 부정할 수 없다. 그 어떤 상황을 상상하든 그 이상을 보게 된다."
1,무조건 강추하고 싶당 ㅎ
1,오랜만에 극장에서 큰 스크린으로 영화보니 스트레스가 풀림
1,"분노의질주는 매편마다 재밌지만 더더욱 발전하는거같다 지루한 타이밍 하나없고 스토리 맞출려고 질질끄는거, 억지 로맨스 절대 노놉 진짜 영화관가서 보세요 늦기전에~"
1,인생 영화 분노의질주! 그냥 좋음♡♡
1,내 최애캐 제이슨 스타뎀 아재가 안나온건 아숩지만 역시 분노의 질주는 쌉인정!!!
0,자석만 없었어도 평타였다....
1,액션이 지린다!!! 호호호호
1,존시나가 주황색 스포츠카 타고 합류하는 장면 진짜... 지린다
1,액션 스케일 대박 역시 분노! 아이맥스나 포디 같은 특별관으로 한번 더 보고 싶음 ㅋㅋㅋㅋ 스트레스 날라가고 존잼
1,영화전개 내내 손에 땀을 쥐게하며 감상했습니다액션이 정말 통쾌했고 웃음 감동 등등 많은 요소가 있습니다! 두번 보세요!!
1,코로나 우울증을 싹 날려 주는 위기 시대의 명작
1,혼자보기 싫어서 조조로 13세 딸아이랑 봤는데 저희딸은 시리즈 전혀안봐서 중간중간 저에게 질문은 했지만 총평은 둘다 잼있다 였습니다 ㅎㅎ올만에 관객많은 극장분위기도 좋았습니다
1,전세계를 누비며 한번 놀라고 화려한 액션에 두번 놀라는 꿀잼영화
1,오늘만 기다렸어요완전 졸잼ㅜㅜ 다음회 또 언제기다리나요ㅜㅜ힝ㅜ
1,그냥 꼭 보세요 진짜 제발..
1,와 진짜 재밌네요 존시나 나와서 흐름 깨질 줄 알았는데 전혀 아니고 몰입도bb
1,....열글자열글자
1,재밌다..재밌다..재밌다...재밌다....하..진짜 재밌다.. 돈이 안아까워요ㅠㅠ
1,역시 분노의 질주 무대를 뒤집어놓으셔따
1,역시 분노의 질주 사랑해요~
1,오랜만에 영화다운 영화 봤네요역시 이런 영화는 영화관에서 봐야 손에 힘주고 보게 되네요원래 분노의 질주는 천하무적 주인공이니 걍 큰 화면에서 시원한 액션 오랜만에 잼나게 봤습니다.
1,시원하게 달리는 질주장면과 두 콤비의 코믹요소가 더해져 유쾌하게 볼 수 있었음 ㅎㅎ
1,좋아요 좋아요 좋아요 좋아요
1,최고의 액션영화였습니다.!!
1,이 영화는 머리가 아니라 가슴으로 봐야합니다 정말 가슴이 뜨거워지는 영화였습니다!
1,질주하다 여기까지 갈 줄이야ㅋㅋㅋ 존잼이네
1,첫장면서부터 레이싱 굉음소리에 극장 안이 울리면서 심장이 쿵쾅쿵쾅댐.. 크으 이맛에 보지~~~
1,볼때마다 새로운 스킬들로 신선한 재미를 주는ㅋㅋㅋ 분노의질주 짱
1,통쾌하고 시원한 액션... 너무 재밌는거 아니냐...
1,최고에요~!!완벽해요~!!!!눈물까지ㅠㅠ감동~!!!!
1,액션신이 너무 좋았고 자동차신도 멋졌어요
1,소름만 몇번 돋았어요 개꿀잼
1,처음부터 끝까지 너무 잼나게 잘 봤습니다.
1,한이 돌아왔다 지금 이 시기에 이보다 더 스릴있는 영화는 없다
1,이제 우주까지 나아가는 스케일. 역시 최고의 액션시리즈
1,진중하게 스토리 각본 따져가면서 볼거면 보지마. 그냥 봐. 그럼 된다.
1,굿. 완전대박 몇번더보고싶음
1,말해 뭐해 은가누 출연.. 액션씬도 좋고 넘 재밌었음
1,"생각보다 훨씬 재밌었어요. 연출,연기,스토리,영상미,OST 다 완벽하고 그 중에서 연출은 지금까지 봤던 영화중에 가장 좋았어요. 시즌 10 기대되네요!"
1,화끈한 액션 간만에 눈이 즐거웠습니다:)
1,진짜 동생이랑 사이 다시 좋아질 줄 몰랐는데.... 진짜 역시 감동이다
1,분노의질주 시리즈중 역대급임
1,우주진출은 예상도 못했다!!역시 이번에도 핵존잼!!!!
1,영화의 속도감으로 시간이 순삭입니다.추천해요.
1,전개도 빠르고 재밌어요
1,트루가 한줄평해쥬 해서 남겨요 재밋습니다 보세요~
1,오랫만에 심장 뛰고왔습니다.. 최고
1,코로나 스트레스 박살내는데 이만한거 없음!! 레슬러 출신 배우들이라 몸빵으로 대결하는 액션신도 끝내주고 이번 편도 스케일 크고 시원시원해서 좋음!
1,액션 좋아하는 사람한테는 최고임
1,너무 즐기면서 본 영화 ㅋㅋㅋㅋ 지금 보기에 딱이다 딱
1,"아,.. 너무 재밌어서 할말을 잃었어요..."
1,"블록버스터 급 액션을 모두 쏟아넣음 OST도 너무 좋았고, 코믹부분도 소리내서 웃었네요"
1,이번엔 항상좋았지만 이번엔특히더좋은듯  차가  우주로간건 좀오바지만  영화니깐
1,쿠키영상 꼭 보세요! 다음 편이 벌써부터 기대됩니다!
1,역시 볼거리는 분노의질주다ㅋㅋㅋ
1,보는 내내 속이 뻥 뚫리는 시원한 액션 얼마만의 극장인지 진짜ㅠㅠ 빵빵 터지는 액션 덕분에 기분전환 확실하게 하고 옴.. 전반 내내 터뜨리다가 후반부에서 스토리 챡챡 정리되고 넘 좋았음
1,아쉬운점은 12세 이용가라는 점그래서 예전 만큼의 시원함은 살짝 덜합니다
1,"액션도 미쳤고,CG도 미쳤고,스토리도 미쳐,역대급 미친 액션영화....쿠키영상 있으니 끝까지 보세요"
1,쪼오금 억지스러움이 있지만 재밌게 봤습니다.언능 다음편 나와라~
1,4D로 보고 나왔는데 진짜 엄청 나네요.
1,아ㅏ 짜릿하다 짜릿해..!! 기다린보람이 있다ㅠㅠㅠㅜ싸랑해여♡♡
1,저스틴 린 감독이 3편부터 큰 그림을 그렸었다? ㅋㅋ
1,오늘 개봉 하자마자 친구랑 보러 왔는데 스토리 내용 당연히 재밌고 배우들의 연기력도 배우답게 진짜 잘하고 좋았습니다. 당연히 CG를 넣었겠거니 생각을 했는데 그렇지도 않아서 놀랐고 한동안 wwe에서 존시나를 보기 힘...
1,코로나를이기고가게한영화리스펙 ㅎ ㅎ 귀눈호강
1,야... 이거는 차로 어디든지 ㄹㅇ로 가네? 그리고 액션씬은 개쩔었음
1,이제 우주만 가면 되는건가
1,올만에 손에 땀쥐어가며 봤어용 ㅋㅋㅋ 재밌어용~~
1,그냥 봐라후회 ㄴㄴ스트레스 풀림
1,존시나 볼려고 봤다 ㅋㅋㅋ 나쁘지않았음
1,엄마가 분노의질주 너무좋아하셔서 같이보러갔어요 전시즌 재밌었지만 이번에는 진짜 액션이 너무좋았어요 재밌었어요. ㅠㅠ 코로나이후로 오랜만에봤지만 스트레스 풀리고 좋아하는 인물들이 나와서 행복했어요  추천합니다 ㅎㅎ
1,코로나가 나를 막을 수 없다... 어떤 재앙이 와도 분노의 질주는 봐야 한다.
1,"쿠키 있고, 명작이다. 이건 4D필수로 보고나서 나머진 선택사항으로 또 보길 추천"
1,말이 필요한가.. 액션부터 스토리까지 대박!
1,우리의 폴워커는 살아있다 ㅠ FF에서 만큼은!!! for 브라이언 오코너
1,이게 말이 필요해? 뭘 꾸물대 빨리 안보고빈 디젤 진심 너무 잘생겼음 히힣
1,PSG 음바페 나오던데
1,최고  액션신이 최고입니다
1,오랜만에 흥미진진했다
1,분노의질주 빠순이로써 아주 재미있게 보고 옴 :) 개연성이고 뭐고 걍 액션으로 후려 갈김~~~~ 내년에 개봉 예정인 작품도 기대된다ㅏㅏ
1,솔직히 홉스엔 쇼에서 실망 많이 했는데 이번건 완벽. 분노의 질주는 토레토 패밀리가 나와야지! 예고편처럼 한도 나오고 미아도 나와서 너무 재밌었음. 그리고 가족에 대한 슬픔과 감동까지.
1,"결론부터 말하자면 정말 만족스럽다. 코로나19로 블록버스터가 줄줄히 연기되었지만, 오늘 이렇게 블록버스터를 영화관에서 보니 정말 감회가 새롭다. 액션이 정말 정점을 찍었으니 IMAX로 보는 것을 추천."
1,솔직히 맨 마지막에 파란색 차보고 내심 기대한 사람?
1,우주까지 나왔고 10편은 사후세계를 다룬다는 말이 있는데 참으로 버라이어티하다.
1,무슨 말이 필요합니까... 너무 최고최고 ㅠㅠ
1,잼다이니야12이ㅚ힣
1,자동차액션은 분노의 질주가 최고지 영화관에서 봐야하는 영화잼땅
1,재미잇네요..스케일개쩜
1,와 오랜만에 영화관와서 스트레스 제대로 풀고 갑니다 꼭 보세요
1,로만은 주연이아니어도 주인공버프를 지니고 있다
1,역시 이런영화는 극장에서 봐야지 그 진가를 보게 됑'...액션이  쥑이네
1,진짜 우리가 어릴때 자동차놀이 하면서 상상해봤던것들 실사화 시키는게 목표인듯ㅋㅋㅋ 그리고 상상도 못했던 카디비ㅋㅋㅋㅋ 누나가 왜 거기서 나와
1,내일본다 존나기대된다 OO..미리10점줄게
1,와 솔직히 마지막 쿠키영상에 데커드 쇼 찾아온 한... 이거보고 대박터졌음 ㄷㄷ 영화관에서 꼭봐요.
1,"감동과 유쾌한 말, 엄청난 스릴감 때문에 몰입해서 볼 수 있어서 좋았습니다!"
1,현실 형제의 모습을 보는것 같았고 한때는 크게 싸워도 힘을 합치면 아무도 이기지 못하는게 형제다.
1,빈디젤과드웨인 존슨형 멋져부러!
1,완전 너무 재밌!ㅠ근데 한 분량이 적게 나와서 조금 슬펐음 ㅠ.
1,분노의질주 시리즈도 잘 안봣는데 너무 재밌게 잘봤어요
1,역시ㅜ기대를 져버리지않는 영화또 보러 가고 싶다ㅎㅎ액션은 정말 최고인듯
1,졸잼.. 그냥 영화관가서 보는거 개추천!!!!
1,오~~~ 전적과는 스케일이 달라요 ㅎㅎㅎ
1,분노의 질주 팬들은 알 수 있는 뻔한 스토리 전개... 하지만 울고 있는 나. 지뢰밭 액션은 사람을 아찔하게 만드네요... 재관람 하러 갑니다.
1,전작보다 꾸준히 커진 스케일을 키워나가면서설정에 무리한 부분은 있었지만영상미와 개그로 대충 마감은 친 것 같다.도쿄드리프트 배우분들...안타깝...
1,역시 분노의 질주는 진리다.
1,차액션의 끝판왕!! 다음편이 기대되는데...?
1,하 말있못... 기다린보람이 있다 역시 지니밌어..
1,그야말로 대박입니다~~~
1,자석의 위대함을 느낄수 있었다
1,말해뭐해 그냥 존잼 그 자체
1,굿너무 굿굿 재밌다 굿굿ㄱ ㅅ
1,강한 사람이 아니라 큰 사람이 되렴
1,존나 재밌네 ㄹㅇ루다가
1,와이프 왈: 한문철 변호사님께서 보시면 기겁할 영화
1,분노의질주가 분노의질주했다
1,재밌어요오늘잘보고왔어요
1,오랜만에 영화다운 영화봤네요.역시 분노의질주는 극장에서 봐야 제맛이죠. 두시간 순삭. 빈디젤 짱
1,무조건 보세요 액션 끝내줌 ㄹㅇ 이젠 우주냐ㅋㅋㅋ
1,한 나올때 눈물 찔끔... 마지막 장면에서 파란차 나올때 눈물 찔끔...
1,주제 : 가정의달분노의 질주는 스토리보단 액션보는맛에 보는거니까 쩔었다.근데 왜 인천스텔라가 생각나냐?ㅋㅋ
1,역시 분노의질주는 재밌네
1,뭐...이쯤이면 신들이여 .ㅋㅋㅋㅋ 난그냥 이제부터 판타지영화라고 생각하고 봐서 좋았뜸...
1,자동차경주의 다이나믹함과  스릴이 보는재미를 더하고  형제간의 경쟁심을이용하는  악덕재벌의 위험천만함을 결국 물리치는  행운의사나이들의  자동차스릴은속시원함을 스피드우먼들의 파워또한 일품이네요!
1,브라이안 자리....
1,우주까지 ㅋ ㅋ스케일 디짐 ㅋ
1,다 때려부수는건 진짜 최고임
1,진짜 재밌어요 댓글을 보고 2시간 30분 영화인거 알게됐습니다.
1,인생 최고의 영화  더이상 말도 안나온다..
1,역시 분노의 질주 시리즈는 배신을 안하네요. 최고입니다. 나중에 집에서도 10번은 더 볼거 같네요^^
1,너무 멋있음. 최고임. 언제나 극장가서 봐야함
1,"항상 뭐 말이 필요없는 레전드시리즈잖아요?'영화가 섹시할수있다'는건 분노의질주를 두고하는말이렇게 새시리즈 개봉할때마다 레전드 갱신하면큰일남,,"
1,흥미진진 시간 가는 줄 모르고 보게 됩니다~~
1,"저스틴 린 감독 스타일의 분노의질주 너무좋아요. 말그대로 분노의질주, 감동도 있어서 너무good"
1,개봉하자마자 봤는데 재미있어요! 강추드립니당~
1,반가운 얼굴들이 참 많았어요~!
1,시간 가는 줄 몰랐네요~~ 너무 재밌게 잘 봤어요~~
1,최근 1년간 본 영화중에 단연 탑
1,지져스....처음부터 끝까지 넋놓고 봄화장실 마려운데 2시간 30분동안 참음후회없다.
1,넘  좋았어요~ㅎㅎ~~~마지막에 빈자리는 폴워커  자릴까요?ㅠ
1,확실히 후반부 액션이 최고!!!!
1,시리즈 중에 이번 편이 제일 재밌었어요
1,ㅠㅠ인생영화 몰입도 엄청ㅇ나유
1,기대에 어긋나지 않은 영화 재미있게 봤어요
1,마지막에 브라이언 온건가
1,"스릴만점, 적절한 유머코드, 시간 가는지 몰랐네요"
1,분노의 질주 시리즈 다 봤는데 역시...
1,감동적인 가족이야기가 가미된 블록버스터영화로 잘 자고 나왔네요 도무지 왜저러는건지 이해를 하려다 영화니까 포기했습니다
1,가족은 영원하다. 마지막에 한명이 더 와야한다고 하더니 폴 워커차가 .. 브라이언 보고싶다
1,보는내내 긴장감을 놓을 수 없었어요
1,레이싱은 언제나 짜릿하고 빈디젤은 넘 멋지다
1,실망시키지 않는 분노의 질주 시리즈~~
1,시원한 액션을 보고 즐기기 충분하다 마지막 장면은 소름이 돋았고 진짜 가족을 외치던 돔의 말처럼 이 영화가 출연한 모든이들을 얼만큼 생각하는지 보기 좋았다
1,지금까지의 시리즈 중에 가장 스케일이 크고 흥미진진했던 영화
1,스케일 미쳤다ㅠㅠ쿠키영상 못봄 ㅠㅠ
1,지금 차에 자석설치 하러 갑니다
1,아.. 완전...아침에 급똥 참고 봤는디 제트기 폭파하는 장면보고 지렸음
1,코로나때문에 1년을 기다렸는데 역시나 말이 필요없 걍 지금 당장 보러가세요 아니 근데 우주까지 갈줄은 몰랐다 좀 중간중간 아니 이게 된다고? 싶은게 있었지만 재밌게봤으니 만족
1,오목돌 두고 싶었습니다
1,누나가 거기서 왜 나와?
1,"가족 드라마 처럼 따뜻한 점이 좋았습니다. 다만, 스토리 전개상 다소 비약적인 점은 아쉽습니다."
1,나오면서 다른 관객이 음 별로던데..라고 하길래 싸울까 생각했습니다
1,액션의 절정을보여준다
1,ㅈㄴ 재미있음 걍 지렸음 화장실 가고 싶은거 꾸역꾸역 참고 다봄
1,딴곤 모르겠고 액션이 좋았다.
1,그냥 보시면 됩니다. 스릴 만점
1,"신나는 스케일, 사랑스러운 시리즈"
1,강력해진 액션.유모.명대사 코로나19 시대에 힐링이 되는 분노의 질주 스트레스 해소 꿀잼
1,다들 예고편보고 과하다 어쩐다 하시던데 보시면 알아요.crazy very so amazing jhonn 재밌어요.이게 바로 액션이지 워후
1,개잼따 진촤 ㅋ영화는 현실이 아니에요.현실 대입하지 마세요 ㅎ퐝퐝터지는 액션 자체로 즐겁고 관람비 안아까움
1,처음부터끝까지 액션하나는시글줄모르는 분노의질주9  올들어최고가아닌가싶다 2021년흥앵신드룸이어보자손에땀나도록시원한영화 분노의질주9 지금의이신기록한번세워보자 흥행작1위고수계속질주하자
1,너무재밌어요 미쳤음그냥 손에 땀 줄줄흘리면서봄
1,코로나이후 최고의영화
1,와 진짜 역대 인듯 이번시리즈ㅋㄱㄱㅋ
1,말해뭐해.개봉일에 예매하길 너무 잘한 듯.또 봐야지.
1,존잼 다시 볼라고요 개추천
1,펜트하우스+자이언트+인터스텔라+초등학교 과학교과서 자석파트
1,지뢰밭에서도 살고 위에서 떨어져도 알아서 차들이 와주고 주인공은 끝까지 산다는 말이 맞네요 스트레스 풀리는 액션영화였어요
